('EVENTO', 'NOME', 'INTENSIDADE', 'PONTO', 'GRAU_ATUAL', 'GRAU_ORIGINAL', 'RODADAS', 'STATUS')
('EVENTO:', 'Individuo Suspeito84885634000668799935830588691855747543', 3, 12, 13, 18, 274, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10220442767197445295236821167379326124586', 3, 20, 11, 23, 276, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10220442767197445295236821167379326124586', 3, 20, 11, 23, 278, 'COMPLETO')
('EVENTO:', 'Quadrilha15336987516776170610387738677702251292098', 3, 15, 10, 16, 279, 'ATIVO')
('EVENTO:', 'Quadrilha15336987516776170610387738677702251292098', 3, 15, 10, 16, 281, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9184259293527754367737236983110619386747', 2, 43, 8, 36, 282, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9184259293527754367737236983110619386747', 2, 43, 8, 36, 283, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9264584395446300459808727197744469507464', 3, 19, 12, 20, 285, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9264584395446300459808727197744469507464', 3, 19, 12, 20, 286, 'COMPLETO')
('EVENTO:', 'Resgate16132971015895040507549697358797980049712', 1, 16, 11, 19, 288, 'ATIVO')
('EVENTO:', 'Resgate16132971015895040507549697358797980049712', 1, 16, 11, 19, 288, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o34460067336397324192853806078323792174', 2, 18, 8, 17, 291, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o34460067336397324192853806078323792174', 2, 18, 8, 17, 292, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente1917493827429481933285304102717389946288', 3, 45, 8, 25, 294, 'ATIVO')
('EVENTO:', 'Fuga5147041609106205644343798436717635716964', 3, 56, 3, 23, 297, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente1917493827429481933285304102717389946288', 3, 45, 8, 25, 297, 'COMPLETO')
('EVENTO:', 'Fuga5147041609106205644343798436717635716964', 3, 56, 3, 23, 299, 'COMPLETO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o352222745469274087325372497433850561573', 3, 45, 8, 25, 300, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada945678244432314830836279111055742445728', 2, 35, 11, 22, 303, 'ATIVO')
('EVENTO:', 'Depreda\xc3\xa7\xc3\xa3o352222745469274087325372497433850561573', 3, 45, 8, 25, 303, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7170884309779029370958916798348908088900', 1, 47, 5, 17, 306, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada945678244432314830836279111055742445728', 2, 35, 11, 22, 306, 'COMPLETO')
('EVENTO:', 'Hospital em Chamas7170884309779029370958916798348908088900', 1, 47, 5, 17, 308, 'COMPLETO')
('EVENTO:', 'Tiroteio18202118140848976521795616768709947557942', 1, 14, 8, 22, 309, 'ATIVO')
('EVENTO:', 'Tiroteio18202118140848976521795616768709947557942', 1, 14, 8, 22, 310, 'COMPLETO')
('EVENTO:', 'Assalto0338406077610001298945977822111664372453', 3, 37, 7, 23, 312, 'ATIVO')
('EVENTO:', 'Assalto0338406077610001298945977822111664372453', 3, 37, 7, 23, 312, 'COMPLETO')
('EVENTO:', 'V\xc3\xadtima de Acidente199712932952996530025164380727725084510', 2, 53, 3, 19, 315, 'ATIVO')
('EVENTO:', 'V\xc3\xadtima de Acidente199712932952996530025164380727725084510', 2, 53, 3, 19, 316, 'COMPLETO')
('EVENTO:', 'Golpe de Estado622629430598544177597676074039867782856', 2, 55, 5, 25, 318, 'ATIVO')
('EVENTO:', 'Golpe de Estado622629430598544177597676074039867782856', 2, 55, 5, 25, 318, 'COMPLETO')
('EVENTO:', 'Tiroteio18321856290374888286359345499887471090399', 3, 34, 11, 26, 321, 'ATIVO')
('EVENTO:', 'Tiroteio18321856290374888286359345499887471090399', 3, 34, 11, 26, 321, 'COMPLETO')
('EVENTO:', 'Joalheiria Roubada9166626858845995317373426547267930239077', 3, 19, 12, 20, 324, 'ATIVO')
('EVENTO:', 'Joalheiria Roubada9166626858845995317373426547267930239077', 3, 19, 12, 20, 325, 'COMPLETO')
('EVENTO:', 'Mulher em Trabalho de Parto11265490385997715980417625782280394651541', 3, 31, 6, 22, 327, 'ATIVO')
('EVENTO:', 'Mulher em Trabalho de Parto11265490385997715980417625782280394651541', 3, 31, 6, 22, 328, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2320964378681710384889208250580446358080', 3, 26, 9, 18, 330, 'ATIVO')
('EVENTO:', 'Corrida de Rua2320964378681710384889208250580446358080', 3, 26, 9, 18, 330, 'COMPLETO')
('EVENTO:', 'Ladr\xc3\xa3o10140639221922611868718490667323251808854', 2, 24, 10, 27, 333, 'ATIVO')
('EVENTO:', 'Ladr\xc3\xa3o10140639221922611868718490667323251808854', 2, 24, 10, 27, 333, 'COMPLETO')
('EVENTO:', 'Corrida de Rua2197477257088570393347547850918037045550', 3, 28, 9, 26, 336, 'ATIVO')
('EVENTO:', 'Corrida de Rua2197477257088570393347547850918037045550', 3, 28, 9, 26, 337, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio421694838946235832941911988392423387813', 2, 44, 9, 23, 339, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio421694838946235832941911988392423387813', 2, 44, 9, 23, 339, 'COMPLETO')
('EVENTO:', 'Navio Afundando12332164452196018502286674607951079628702', 2, 32, 6, 23, 342, 'ATIVO')
('EVENTO:', 'Navio Afundando12332164452196018502286674607951079628702', 2, 32, 6, 23, 344, 'COMPLETO')
('EVENTO:', 'Exterm\xc3\xadnio4229426694953927158012704099076504178307', 1, 53, 3, 19, 345, 'ATIVO')
('EVENTO:', 'Exterm\xc3\xadnio4229426694953927158012704099076504178307', 1, 53, 3, 19, 346, 'COMPLETO')
('EVENTO:', 'Resgate16204435579182231702287451792985341487582', 3, 24, 10, 27, 348, 'ATIVO')
